Entity Type,Entity Value,Intent,Replies
leave_type,emergency leave,entitlement-system-view," There is no emergency leave entitlement, it will be counted against your annual leaves. Please login to your Workday and click on Time Off and Leave."
leave_type,emergency leave,entitlement-system-view,"There is no emergency leave entitlement, it will be counted against your annual leaves. All you need to do is access your Workday and click on Time Off and Leave."
leave_type,emergency leave,entitlement-system-view,"There is no emergency leave entitlement, it will be counted against your annual leaves. Access Workday and click on Time Off and Leave."
leave_type,emergency leave,entitlement-exception-adoption,"Actually no, if the child is below 6 months of age, you are actually still entitled for the full maternity leave. So go ahead and take it! Otherwise, annual leave or unpaid leave will be your next option."
leave_type,emergency leave,entitlement-exception-adoption,"No you may not. But as long as you child is 6 months and below, you can actually still take maternity leave, so use that instead!"
leave_type,emergency leave,entitlement-exception-adoption,"You may not, but in Digi, we allow mothers who adopted a child 6 months and below to take maternity leave, so take that first!"
leave_type,emergency leave,entitlement-exception-adoption,"You cannot, but you can actually apply for maternity leave, as long as the child is 6 months and below."
leave_type,emergency leave,entitlement-exception-miscarriage,"We are sorry to hear this. But emergency leave is not for this purpose, if you were 22 weeks or more pregnant, you can apply for a 60 days maternity leave. Use that first."
leave_type,emergency leave,entitlement-exception-miscarriage,"emergency leaves are not for this purpose, but if you were pregnant for 22 weeks or more, you can actually apply for a 60 days maternity leave, use that first."
leave_type,emergency leave,entitlement-exception-miscarriage,"So sorry to hear this. Should you have been pregnant for 22 weeks or more, you may apply for 60 days of maternity leave, use that first. emergency leaves are not used for this"
leave_type,emergency leave,entitlement-exception-miscarriage,"If you were pregnant for 22 weeks or more, you are entitled for 60 days of maternity leave, so use that first please. Do not use emergency leaves for this."
leave_type,emergency leave,entitlement-others-consecutive,"No you may not, you can only take once a year"
leave_type,emergency leave,entitlement-others-consecutive,You are only entitled for emergency leaves once a year.
leave_type,emergency leave,entitlement-others-consecutive,You may not take emergency leaves in a row because you are only entitled for it once a year.
leave_type,emergency leave,entitlement-others-lsa,"No, your leave entitlements remain the same even if you have long tenure."
leave_type,emergency leave,entitlement-others-lsa,There is no change in your leave entitlement for long service.
leave_type,emergency leave,entitlement-others-lsa,We do not provide more leaves for long service staff.
leave_type,emergency leave,entitlement-others-jobsecurity,"Yes, do not worry, your job is secured."
leave_type,emergency leave,entitlement-others-jobsecurity,"You are entitled for emergency leave, so don't worry, your job is secured."
leave_type,emergency leave,entitlement-others-jobsecurity,"You will still have a job from returning from emergency leave, don't worry."
leave_type,emergency leave,entitlement-others-jobsecurity,"Yes, you will still have a job after coming back from emergency leave."
leave_type,emergency leave,entitlement-others-notification,"There is no notificatron, your manager's approval is all that is required."
leave_type,emergency leave,entitlement-others-notification,"No notification will be sent to you, all you need is your manager's approval."
leave_type,emergency leave,entitlement-others-notification,"You manager's approval is all that you will get, no notification."
leave_type,emergency leave,entitlement-others-notification,"Emergency leave has no notification, only the appoval from the manager."
leave_type,emergency leave,approval-process-apply,"For emergency leaves, just inform your manager via email or Whatsapp and you are good to go!"
leave_type,emergency leave,approval-process-apply,Simple! Just inform your manager via email or Whatsapp and you are good to go1
leave_type,emergency leave,approval-process-apply,You may apply by emailing or sending your manager a text.
leave_type,emergency leave,approval-process-apply,All you have to do is call your manager and inform him or her about your situation.
leave_type,emergency leave,approval-process-apply,You just need to notify your manager and send an email
leave_type,emergency leave,approval-process-permission,"Yes, permission is required."
leave_type,emergency leave,approval-process-permission,Of course! Your immediate manager needs to approve your leave on the system.
leave_type,emergency leave,approval-timing-when,"Anytime you want, as long as it is an emergency, you can take it."
leave_type,emergency leave,approval-timing-when,"There is no time frame to take this, take anytime you want."
leave_type,emergency leave,approval-timing-when,"For emergency leaves, take it anytime you want."
leave_type,emergency leave,approval-timing-when,"Don't worry about the timing, anytime is a good time when its an emergency"
leave_type,emergency leave,approval-timing-when,Having an emergency? You may take emergency leave anytime you want.
leave_type,emergency leave,approval-timing-duration,"This really depends on your manager, your manager approves your leave."
leave_type,emergency leave,approval-timing-duration,"Please check with your manager, it is he or she who approves it."
leave_type,emergency leave,approval-timing-duration,"Usually, it only takes 1 minutes to approve it, make sure you remind your manager about it!"
leave_type,emergency leave,approval-timing-duration,"It should not take long, your manager can do it immediately."
leave_type,emergency leave,approval-timing-duration,You will have to check with your manager because he can do it almost immediately on Workday.
leave_type,emergency leave,approval-escalation,"Please ensure you have sufficient balance, but if you feel like you manager is stopping you for no reason, please speak to your HRBP or HRG Immediately!"
leave_type,emergency leave,approval-escalation,"This is usually due to some business need, do check with your line manager on why they rejected it. Otherwise, you may also speak to your HRG or HRBP."
leave_type,emergency leave,approval-person-absentmanager,"For emergency leaves, please inform your manager's manager!"
leave_type,emergency leave,approval-person-absentmanager,"In this situation, and for emergency leaves, you will have to inform your manager's manager."
leave_type,emergency leave,approval-person-absentmanager,"Head straight to your manager's manager, this is an emergency!"
leave_type,emergency leave,approval-person-absentmanager,Your manager's manager will need to be inform in case of an emergency.
leave_type,emergency leave,approval-person-who,Your emergency leave needs to be approved by your immediate manager.
leave_type,emergency leave,approval-person-who,Your leave needs to be approved by your immediate manager.
leave_type,emergency leave,approval-person-who,You need to get approval from your immediate manager before going off. We will miss you :(
leave_type,emergency leave,approval-person-who,Approval is required from your immediate manager.
leave_type,emergency leave,approval-person-who-ijo,Your new immediate manager will approve your emergency leave.
leave_type,emergency leave,approval-person-who-ijo,Your approval will be routed to your new immediate manager
leave_type,emergency leave,approval-person-who-ijo,You new immediate manager will be given access to approve your leave.
leave_type,emergency leave,approval-person-who-ijo,"Don't worry, the process is automatic, your new immediate manager will be given access to approve your leave."
leave_type,emergency leave,approval-person-who-ijo,That would be your new immediate manager.
leave_type,emergency leave,approval-document,No documents required for you to submit leave application. Please discuss with your immediate manager on your intention and apply in Workday.
leave_type,emergency leave,approval-document,No documents required for emergency leave submission.
leave_type,emergency leave,approval-document,Nothing is required to be submitted to approve your leave.
leave_type,emergency leave,approval-system-statusview,"Approval is via Whatsapp or email, so a reply from your manager would be the status updated"
leave_type,emergency leave,approval-system-statusview,"This is via Whatsapp or Email, so your manager's reply of approval is the status update."
leave_type,emergency leave,approval-system-statusview,"Since this was applied via Whatsapp or Email, a reply from your manager would be your status update"
leave_type,emergency leave,approval-system-statusview,Your manager's acknowledement of your Emergency Leave would be the status update.
leave_type,emergency leave,approval-system-app,"No, there is no app for emergency leave."
leave_type,emergency leave,approval-system-app,"There is no app to apply for emergency leave, just use email or Whatsapp."
leave_type,emergency leave,approval-system-app,"We are using email or Whatsapp, no app required for emergency leave."
leave_type,emergency leave,approval-system-option,Only options are emailing and Whatsapp. No Workday
leave_type,emergency leave,approval-system-option,The only way to take Emergenc leave is via Email or Whatsapp. No Workday
leave_type,emergency leave,approval-system-option,Your options are email or Whatsapp. Not even Workday.
leave_type,emergency leave,approval-system-option,"Nothing more, just email or Whatsapp! Not even Workday."
leave_type,emergency leave,approval-violation,"It's okay, it is hard to predict when an emergency would come."
leave_type,emergency leave,approval-violation,"That's fine for emergency leave, we will never know when things happen."
leave_type,emergency leave,approval-violation,"That's alright, sometimes we don't know when we will get caught up by an emergency."
leave_type,emergency leave,approval-violation,"For emergency leave, we expect that. How should we know when we will have an emergency?."
leave_type,emergency leave,approval-others-applyonpending,"No you may not, you may only apply one at a time."
leave_type,emergency leave,approval-others-applyonpending,"If you require to take more leaves, there are other options. You should not be applying  on top of your current application."
leave_type,emergency leave,approval-others-applyonpending,"Emergency leaves are for unplanned leaves. If you can plan to take more, then it is not an emergency, it is someting else and you have other leave types for different things"
leave_type,emergency leave,cancellation-process-how,"For emergency leaves, just inform your manager via email or Whatsapp and you are good to go!"
leave_type,emergency leave,cancellation-process-how,Simple! Just inform your manager via email or Whatsapp and you are good to go1
leave_type,emergency leave,cancellation-process-how,You may apply by emailing or sending your manager a text.
leave_type,emergency leave,cancellation-process-how,All you have to do is call your manager and inform him or her about your situation.
leave_type,emergency leave,cancellation-process-ph,"Yes, you can cancel your leave anytime, just inform your immediate manager."
leave_type,emergency leave,cancellation-process-ph,"Oh yes, you may take your leave back if it falls on a public holiday."
leave_type,emergency leave,cancellation-process-ph,"If your leave applied happens to be a public holiday, you may take it back and save it."
leave_type,emergency leave,cancellation-process-ph,"Please save your leave from public holidays, you don't have to take leave for those days."
leave_type,emergency leave,cancellation-process-ph,"If it is a public holiday, let your manager know to cancel your leave."
leave_type,emergency leave,cancellation-process-ph,You may cancel your leave if it falls on a public holiday
leave_type,emergency leave,cancellation-timing-when,You can cancel your leave anytime after you have submitted it.
leave_type,emergency leave,cancellation-timing-when,There is no fixed time to cancel your leave. Just call your manager and cancel your leave there! 
leave_type,emergency leave,cancellation-timing-when,You can cancel your leave anytime you like through your manager.
leave_type,emergency leave,cancellation-timing-approval,"This really depends on your manager, your manager approves your leave cancellation."
leave_type,emergency leave,cancellation-timing-approval,"Please check with your manager, it is he or she who approves it."
leave_type,emergency leave,cancellation-timing-approval,"Usually, it only takes 1 minutes to approve it, make sure you remind your manager about it!"
leave_type,emergency leave,cancellation-timing-approval,"It should not take long, your manager can do it immediately."
leave_type,emergency leave,cancellation-timing-approval,You will have to check with your manager because he can do it almost immediately on Workday.
leave_type,emergency leave,cancellation-person-who,Your manager will need to approve your leave cancellation (if it has been approved) for the leave to be credited back to your leave balance.
leave_type,emergency leave,cancellation-person-who,"Your immediate manager approves our cancellation, and it will be credited back into your balance"
leave_type,emergency leave,cancellation-person-who,All leave cancellation are approved by your manager.
leave_type,emergency leave,cancellation-violation-return,Yes! You can return to work and notify your manager about this. Remember to submit your leave cancellation on Workday.
leave_type,emergency leave,cancellation-violation-return,Sure! All you need to do is notify your manager and submit your leave cancellation on Workday!
leave_type,emergency leave,cancellation-violation-return,Of course! Come in to work and ensure that your manager is notified!
leave_type,emergency leave,conditions-process-encashresignation,"Unfortunately, you cannot encash your emergency leave."
leave_type,emergency leave,conditions-process-encashresignation,Encashment of emergency leaves are not allowed
leave_type,emergency leave,conditions-process-encashresignation,"Sorry, you may not encash your emergency leave."
leave_type,emergency leave,conditions-process-encashresignation,"Emergency leaves are not tradable for cash, if you do not use them, they are recycled for next year."
leave_type,emergency leave,conditions-system-resignationbalance,"Your emergency leave balance does not affect your resignation, so there is no way to check it other than Workday."
leave_type,emergency leave,conditions-system-resignationbalance,There is no balance calculator for emergency leave because it does not affect your resignation.
leave_type,emergency leave,conditions-system-resignationbalance,No way to cheack your emergency leave balance upon resignation because it has no impact on it.
leave_type,emergency leave,conditions-system-offline,"Thanks for letting us know! Please get your immediate manager's email approval first, and update it later once Workday is back up."
leave_type,emergency leave,conditions-system-offline,"Then you may get an email approval, but please update it on Workday later."
leave_type,emergency leave,conditions-system-offline,"That is inconvenient. Please get an email approval, and update Workday once it is back up."
leave_type,examination leave,description-definition-what,Examination leave is a leave given as part of the Telenor's Development Plan & policy and the granting of the above shall be at the sole discretion of the Company.
leave_type,examination leave,description-definition-what,It is a leave given to those who needs a day off to sit for an examination. Please discuss with your immediate manager on your intention and apply in Workday.
leave_type,examination leave,description-definition-what,Examination leave is a leave allocated for you to get a day off to go for your examination.
leave_type,examination leave,description-definition-what,It is a paid leave arrangement for employees who need to take time off to sit for an examination.
leave_type,examination leave,description-definition-what,It is defined as a leave arrangement for employees to take to allow them to sit for an examination.
leave_type,examination leave,description-system-fullpolicy,You can find the full policy on WOW Portal
leave_type,examination leave,description-system-fullpolicy,Please download the policy on WOW Portal
leave_type,examination leave,description-system-fullpolicy,"Go to WOW Portal, click on the HR page and click on policies to get all the policies"
leave_type,examination leave,description-system-fullpolicy,"An updated version of the policy is in WOW Portal, in the HR section."
leave_type,examination leave,description-others-policyowner,"The owner of the policy is the Rewards Team in HR, you may speak to your HRG or HRBP for more info."
leave_type,examination leave,description-others-policyowner,"The Rewards Team in HR is the one who wrote the policies, if you want more information, please speak to your HRG and HRBP"
leave_type,examination leave,description-others-policyowner,"You may ask me any questions about it, but if I am unable to answer you, you may speak to your HRBP or HRG. For your info, HR Rewards team is the owner of the policy,"
leave_type,examination leave,description-others-policyowner,"I am here to help! Ask em anything! Othewise, speak to your HRG or HRBP, or reach out to the owners of the policy, the HR Rewards team."
leave_type,examination leave,description-others-policyowner,"Feel free to ask me questions and I'll do my best to answer you! Otherwise, speak to the HR Rewards team or your HRBP or HRG."
leave_type,examination leave,description-others-policyowner,"You're lucky! I can assist you :) What do you need? I will do my best to serve you, otherwise, speak to your HRBP or HRG or the HR Rewards team."
leave_type,examination leave,entitlement-process-carryforward,You may not carry forward examination leave.
leave_type,examination leave,entitlement-process-carryforward,"I am sorry, we do not allow the carry forward of examination leave."
leave_type,examination leave,entitlement-process-carryforward,examination leave cannot be carried forward.
leave_type,examination leave,entitlement-process-carryforward,We do not have the option to carry forward examination leave.
leave_type,examination leave,entitlement-process-encash,"Unfortunately, you cannot encash your examination leave."
leave_type,examination leave,entitlement-process-encash,Encashment of examination leaves are not allowed
leave_type,examination leave,entitlement-process-encash,"Sorry, you may not encash your examination leave."
leave_type,examination leave,entitlement-process-encash,"examination leaves are not tradable for cash, if you do not use them, they are recycled for next year."
leave_type,examination leave,entitlement-process-exhausted,"If your annual leave is also already out, your only option is to apply for unpaid leave after speaking to your manager. Deduction will be made via payroll."
leave_type,examination leave,entitlement-process-exhausted,"Finish up your annual leaves first, otherwise speak to your manager and apply for unpaid leave! Note that deductions will be made through your monthly payroll. They would be able to help you out right away."
leave_type,examination leave,entitlement-process-exhausted,"Don't fret! Assuming your annual leaves are finished too, speak to your manager and apply for unpaid leave on Workday. This will be deducted from your monthly payroll. Please reach out to your HRBP or Generalist for assistance they would be able to help you out right away."
leave_type,examination leave,entitlement-process-factors,"You can only take examination leave on the day of exam. We do not have study leave. For that, please take annual leave."
leave_type,examination leave,entitlement-process-factors,"Examination leaves are only allowed on the exam's actual day, not for studies purposes."
leave_type,examination leave,entitlement-process-factors,"On the exam day itself, you may not take it for studies or preparation purposes."
leave_type,examination leave,entitlement-process-factors,"The only criteria is that you must have an exam on the day itself, and not for preparation purposes."
leave_type,examination leave,entitlement-timing-carryforward-expiry,"I am sorry, there is no carry forwards for examination leave."
leave_type,examination leave,entitlement-timing-carryforward-expiry,"You may not carry forward examination leave, so you will have to use it within the year."
leave_type,examination leave,entitlement-timing-carryforward-expiry,There is none because you are not allowed to carry forward your examination leave.
leave_type,examination leave,entitlement-timing-carryforward-expiry,No time frame because you cannot carry forward examination leave.
leave_type,examination leave,entitlement-timing-carryforward-expiry,"There is not carry forwards for examination leave, so please use them by the year end."
leave_type,examination leave,entitlement-timing-prorated,Examination leaves are not pro-rated.
leave_type,examination leave,entitlement-timing-prorated,"No, examination leaves are not pro-rated."
leave_type,examination leave,entitlement-timing-prorated,"Do not worry, examination leaves are not pro-rated."
leave_type,examination leave,entitlement-timing-prorated,No pro-rating done on examination leave.
leave_type,examination leave,escalation,Please raise a ticket and someone will be in touch with you [Raise Ticket Option prompted].
leave_type,examination leave,escalation,I am sorry you feel this way. We love to hear your feedback [Raise Ticket Option prompted].
leave_type,examination leave,escalation,I'm sorry to hear this. But this is a good insight. Raise a ticket and we will be in touch! [Raise Ticket Option prompted]
leave_type,examination leave,escalation,Please raise a ticket and someone will be in touch with you. Submit your cancellation on Workday when you're free [Raise Ticket Option prompted].
leave_type,examination leave,entitlement-person-what,You can apply maximum 5 working days per year (half day is applicable). Log on to Workday to view your status.
leave_type,examination leave,entitlement-person-what,Employees who are sitting for examination are entitled to take maximum 5 working days where prior approval by the company is required
leave_type,examination leave,entitlement-person-what,Digizens are entitled to 5 days examination leave in total.
leave_type,examination leave,entitlement-person-what,If you are a permanent or direct contract employee at Digi
leave_type,examination leave,entitlement-person-what,All permanent/ contract staff at Digi will be entitled to 5 days examination leave!
leave_type,examination leave,entitlement-person-what,Digi employees will have a maximum of 5 days examination leave entitlement.
leave_type,examination leave,entitlement-person-who,Permanent employees or Digi contract staff are entitled to apply for examination leave upon joining the company.
leave_type,examination leave,entitlement-person-who,"Regardless of whether you are a permanent or Digi contract staff, you may apply for examination leave."
leave_type,examination leave,entitlement-person-who,As long as you are a permanent or Digi contract staff you are entitled for examination leave :)
leave_type,examination leave,entitlement-person-who,Only permanent or Digi contract staff are entitled to apply for examination leave!
leave_type,examination leave,entitlement-person-promotion,There will be no changes in your examination leave benefit if you get promoted
leave_type,examination leave,entitlement-person-promotion,Your examination leave entitlement remains the same even if you are promoted.
leave_type,examination leave,entitlement-person-promotion,"We believe in equal benefits for all, we do not provide more examination leaves if you get promoted."
leave_type,examination leave,entitlement-person-resignation,"Leaving us already? :( Don't worry, you are still entitled to all leaves until your last employment date."
leave_type,examination leave,entitlement-person-resignation,"Your leave entitlement is still valid until your last employment date, don't worry."
leave_type,examination leave,entitlement-person-resignation,Yes you are still eligible for leaves until your last employment date.
leave_type,examination leave,entitlement-person-salary,"No, examination leaves are paid time offs."
leave_type,examination leave,entitlement-person-salary,Taking examination leaves has no impact on your salary.
leave_type,examination leave,entitlement-person-salary,"examination leaves are paid time offs, it does not deduct from your salary."
leave_type,examination leave,entitlement-person-salary,No deductions will be made on your salary.
leave_type,examination leave,entitlement-system-fsacalculation,"I am sorry, you cannot convert your examination leave into fsa points"
leave_type,examination leave,entitlement-system-fsacalculation,This type of leave cannot be converted into fsa points.
leave_type,examination leave,entitlement-system-fsacalculation,"You cannot get any points from examination leave, you have to use it within the year."
leave_type,examination leave,entitlement-system-fsaconversion,"I am sorry, you cannot convert your examination leave into fsa points"
leave_type,examination leave,entitlement-system-fsaconversion,This type of leave cannot be converted into fsa points.
leave_type,examination leave,entitlement-system-fsaconversion,"You cannot get any points from examination leave, you have to use it within the year."
leave_type,examination leave,entitlement-system-fsamaxtrade,"I am sorry, you cannot convert your examination leave into fsa points"
leave_type,examination leave,entitlement-system-fsamaxtrade,This type of leave cannot be converted into fsa points.
leave_type,examination leave,entitlement-system-fsamaxtrade,"You cannot get any points from examination leave, you have to use it within the year."
leave_type,examination leave,entitlement-system-calculaterate,"Examination leave is a paid leave, no deductions are made."
leave_type,examination leave,entitlement-system-calculaterate,"Do not worry, we do not deduct your salary when you take examination leave."
leave_type,examination leave,entitlement-system-calculaterate,"It is your right to take examination leave freely, we do not deduct your salary for taking it."
leave_type,examination leave,entitlement-system-calculaterate,"You may take examination leave anytime you want, we do not make deductions to your salary."
leave_type,examination leave,entitlement-system-view,"To view/ access your examination leave, click on Workday."
leave_type,examination leave,entitlement-system-view,Please login to your Workday and click on Time Off and Leave.
leave_type,examination leave,entitlement-system-view,All you need to do is access your Workday and click on Time Off and Leave.
leave_type,examination leave,entitlement-system-view,Going on holiday? Lucky you! Access Workday and click on Time Off and Leave.
leave_type,examination leave,entitlement-exception-adoption,"Actually no, if the child is below 6 months of age, you are actually still entitled for the full maternity leave. So go ahead and take it! Otherwise, annual leave or unpaid leave will be your next option."
leave_type,examination leave,entitlement-exception-adoption,"No you may not. But as long as you child is 6 months and below, you can actually still take maternity leave, so use that instead!"
leave_type,examination leave,entitlement-exception-adoption,"You may not, but in Digi, we allow mothers who adopted a child 6 months and below to take maternity leave, so take that first!"
leave_type,examination leave,entitlement-exception-adoption,"You cannot, but you can actually apply for maternity leave, as long as the child is 6 months and below."
leave_type,examination leave,entitlement-exception-miscarriage,"We are sorry to hear this. But examination leave is not for this purpose, if you were 22 weeks or more pregnant, you can apply for a 60 days maternity leave. Use that first."
leave_type,examination leave,entitlement-exception-miscarriage,"examination leaves are not for this purpose, but if you were pregnant for 22 weeks or more, you can actually apply for a 60 days maternity leave, use that first."
leave_type,examination leave,entitlement-exception-miscarriage,"So sorry to hear this. Should you have been pregnant for 22 weeks or more, you may apply for 60 days of maternity leave, use that first. examination leaves are not used for this"
leave_type,examination leave,entitlement-exception-miscarriage,"If you were pregnant for 22 weeks or more, you are entitled for 60 days of maternity leave, so use that first please. Do not use examination leaves for this."
leave_type,examination leave,entitlement-others-consecutive,You can take up to a maximum of 5 days
leave_type,examination leave,entitlement-others-consecutive,You are entitled to take up to 5 days
leave_type,examination leave,entitlement-others-consecutive,"You can, but a maximum of 5 days only."
leave_type,examination leave,entitlement-others-lsa,"No, your leave entitlements remain the same even if you have long tenure."
leave_type,examination leave,entitlement-others-lsa,There is no change in your leave entitlement for long service.
leave_type,examination leave,entitlement-others-lsa,We do not provide more leaves for long service staff.
leave_type,examination leave,entitlement-others-jobsecurity,"Yes, do not worry, your job is secured."
leave_type,examination leave,entitlement-others-jobsecurity,"You are entitled for examination leave, so don't worry, your job is secured."
leave_type,examination leave,entitlement-others-jobsecurity,"You will still have a job from returning from examination leave, don't worry."
leave_type,examination leave,entitlement-others-jobsecurity,"Yes, you will still have a job after coming back from examination leave."
leave_type,examination leave,entitlement-others-studyleave,"Here in Digi, we do not have study leave, only examination leave, but you may take annual leaves for this."
leave_type,examination leave,entitlement-others-studyleave,"We do not provide study leave, that should be managed on your own time."
leave_type,examination leave,entitlement-others-studyleave,"I am sorry, all digizens are not entitled for study leave."
leave_type,examination leave,entitlement-others-studyleave,You may not apply for study leave because we do not provide study leave.
leave_type,examination leave,entitlement-others-studyleave,"Preparation for exams are not included in your entitlement, you may not take study leave."
leave_type,examination leave,entitlement-others-notification,"Yes, Workday will send an email notification to you."
leave_type,examination leave,entitlement-others-notification,You should receive an email notification from Workday.
leave_type,examination leave,entitlement-others-notification,"Yes, the system is integrated, Workday is supposed to send you a notification via email"
leave_type,examination leave,entitlement-others-notification,"Notifications are all sent via email, you should get one from Workday."
leave_type,examination leave,approval-process-apply,You can log onto Workday and apply for your leave there.
leave_type,examination leave,approval-process-apply,Simple! Just apply on Workday and get the approval sorted. Ensure you get this done in advance next time.
leave_type,examination leave,approval-process-apply,Applications are to be submitted via Workday it should be fine.
leave_type,examination leave,approval-process-apply,Kindly submit your application via Workday.
leave_type,examination leave,approval-process-apply,You just need to notify your manager and update Workday.
leave_type,examination leave,approval-process-apply,You can apply for leave on Workday.
leave_type,examination leave,approval-process-permission,"Yes, permission is required."
leave_type,examination leave,approval-process-permission,Of course! Your immediate manager needs to approve your leave on the system.
leave_type,examination leave,approval-timing-when,At least 1 week prior to the intended leave date.
leave_type,examination leave,approval-timing-when,You should apply at least 1 week before your leave date.
leave_type,examination leave,approval-timing-when,Submission 1 week before would be ideal.
leave_type,examination leave,approval-timing-when,Do your best to submit your request 1 week before!
leave_type,examination leave,approval-timing-duration,"This really depends on your manager, your manager approves your leave."
leave_type,examination leave,approval-timing-duration,"Please check with your manager, it is he or she who approves it."
leave_type,examination leave,approval-timing-duration,"Usually, it only takes 1 minutes to approve it, make sure you remind your manager about it!"
leave_type,examination leave,approval-timing-duration,"It should not take long, your manager can do it immediately."
leave_type,examination leave,approval-timing-duration,You will have to check with your manager because he can do it almost immediately on Workday.
leave_type,examination leave,approval-escalation,"Please ensure you have sufficient balance, but if you feel like you manager is stopping you for no reason, please speak to your HRBP or HRG Immediately!"
leave_type,examination leave,approval-escalation,"This is usually due to some business need, do check with your line manager on why they rejected it. Otherwise, you may also speak to your HRG or HRBP."
leave_type,examination leave,approval-person-absentmanager,Your manager can still do it on the Workday mobile app
leave_type,examination leave,approval-person-absentmanager,Your manager can still approve it on his Workday Mobile app
leave_type,examination leave,approval-person-absentmanager,Your manager will be able to approve via the Workday Mobile App
leave_type,examination leave,approval-person-absentmanager,Your immediate manager should be able to approve it on the Workday Mobile App.
leave_type,examination leave,approval-person-absentmanager,"You can get him to do it on Workday mobile app. Otherwise and email or Whatsapp approval will do, but remind your manager to update Workday when he or she returns."
leave_type,examination leave,approval-person-absentmanager,You can try to get your immediate manager to do it on the Workday Mobile App.
leave_type,examination leave,approval-person-who,Your examination leave needs to be approved by your immediate manager.
leave_type,examination leave,approval-person-who,Your leave needs to be approved by your immediate manager.
leave_type,examination leave,approval-person-who,You need to get approval from your immediate manager before going off. We will miss you :(
leave_type,examination leave,approval-person-who,Approval is required from your immediate manager.
leave_type,examination leave,approval-person-who-ijo,Your new immediate manager will approve your examination leave.
leave_type,examination leave,approval-person-who-ijo,Your approval will be routed to your new immediate manager
leave_type,examination leave,approval-person-who-ijo,You new immediate manager will be given access to approve your leave.
leave_type,examination leave,approval-person-who-ijo,"Don't worry, the process is automatic, your new immediate manager will be given access to approve your leave."
leave_type,examination leave,approval-person-who-ijo,That would be your new immediate manager.
leave_type,examination leave,approval-document,You are required to submit your examination schedule to HR Service Delivery.
leave_type,examination leave,approval-document,"Yes, you will need to submit a copy of your exam schedule to HR Service Deliver."
leave_type,examination leave,approval-document,Please submit a copy of your exam schedule to HR Service Delivery.
leave_type,examination leave,approval-system-statusview,What you can do is go into Workday and check your Approval Status to see whose approval is needed.
leave_type,examination leave,approval-system-statusview,"It should be on Workday, please go to Workday, Time Off to check it out."
leave_type,examination leave,approval-system-statusview,"All information is on Workday, please go onto Workday to find out more. It is under Time Off."
leave_type,examination leave,approval-system-statusview,Please check Time Off on Workday for your approval status
leave_type,examination leave,approval-system-app,"Yes, please download Workday mobile app to access your examination leaves there."
leave_type,examination leave,approval-system-app,You may download the Workday mobile app to manage your leaves.
leave_type,examination leave,approval-system-app,Workday has a mobile app and it will good to use it!
leave_type,examination leave,approval-system-option,"We highly encouage you to use Workday, that is the only way to track your balance. But if it is down, you may use Email."
leave_type,examination leave,approval-system-option,"Emailing would be next option, but please apply via Workday anyway to ensure your balances are recorded properly."
leave_type,examination leave,approval-system-option,"Please use Workday as it will record your balances, but if needed, you may use email approvals."
leave_type,examination leave,approval-system-option,"Email approvals would be your next option, but we highly encourage you to use Workday as that will record your balances."
leave_type,examination leave,approval-violation,"Ah you should have requested 1 week before, but you can do it on Workday after you returned anyway"
leave_type,examination leave,approval-violation,Oh dear... By right you should have requested 1 week before. It's alright.
leave_type,examination leave,approval-violation,"Yes, you may. But please do not repeat this again."
leave_type,examination leave,approval-violation,"That's not good. But don't worry, simply update it on Workday once you return."
leave_type,examination leave,approval-others-applyonpending,"Yes you may, but only up to 5 days."
leave_type,examination leave,approval-others-applyonpending,"Sure, you can apply again but only up to 5 days."
leave_type,examination leave,approval-others-applyonpending,"You have a maximum of 5 days, if that is all you want to apply then it should be fine."
leave_type,examination leave,cancellation-process-how,Login to Workday and click on Time Off & Leave. You can manage your leave cancellation there.
leave_type,examination leave,cancellation-process-how,Kindly login to Workday to cancel your leave.
leave_type,examination leave,cancellation-process-how,Please login to Workday and cancel your leave accordingly. 
leave_type,examination leave,cancellation-process-how,Simple! Login to Workday and manage your leave there.
leave_type,examination leave,cancellation-process-ph,"Yes, you can cancel your leave anytime via Workday."
leave_type,examination leave,cancellation-process-ph,"Oh yes, you may take your leave back if it falls on a public holiday."
leave_type,examination leave,cancellation-process-ph,"If your leave applied happens to be a public holiday, you may take it back and save it."
leave_type,examination leave,cancellation-process-ph,"Please save your leave from public holidays, you don't have to take leave for those days."
leave_type,examination leave,cancellation-process-ph,"If it is a public holiday, go onto Workday to cancel your leave."
leave_type,examination leave,cancellation-process-ph,You may cancel your leave if it falls on a public holiday
leave_type,examination leave,cancellation-timing-when,You can cancel your leave anytime after you have submitted it on Workday.
leave_type,examination leave,cancellation-timing-when,There is no fixed time to cancel your leave. Just login to your Workday and cancel your leave there! 
leave_type,examination leave,cancellation-timing-when,You can cancel your leave anytime you like on Workday.
leave_type,examination leave,cancellation-timing-approval,"This really depends on your manager, your manager approves your leave cancellation."
leave_type,examination leave,cancellation-timing-approval,"Please check with your manager, it is he or she who approves it."
leave_type,examination leave,cancellation-timing-approval,"Usually, it only takes 1 minutes to approve it, make sure you remind your manager about it!"
leave_type,examination leave,cancellation-timing-approval,"It should not take long, your manager can do it immediately."
leave_type,examination leave,cancellation-timing-approval,You will have to check with your manager because he can do it almost immediately on Workday.
leave_type,examination leave,cancellation-person-who,Your manager will need to approve your leave cancellation (if it has been approved) for the leave to be credited back to your leave balance.
